Day,Date,Peak_Wind_Gust_kmh,Mid_Wind_Gust_kmh,Valley_Wind_Gust_kmh,Peak_Wind_Speed_kmh,Mid_Wind_Speed_kmh,Valley_Wind_Speed_kmh,Peak_Min_Temp,Peak_Max_Temp,Peak_Feels_Like,Mid_Min_Temp,Mid_Max_Temp,Mid_Feels_Like,Valley_Min_Temp,Valley_Max_Temp,Valley_Feels_Like,Inversion,Peak_Weather2,Peak_Weather5,Mid_Weather2,Mid_Weather5,Valley_Weather2,Valley_Weather5,Peak_Rain_mm,Mid_Rain_mm,Valley_Rain_mm,Peak_Snow_cm,Mid_Snow_cm,Valley_Snow_cm,Thunder,Peak_Snow_depth_cm,Mid_Snow_depth_cm,Base_Snow_depth_cm,
2273,19/09/2020,8,5,3,5,3,2,-5,-5,-9,-3,0,-5,0,2,-1,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,5,4,3,,13,3,3,
2274,20/09/2020,16,10,7,4,3,2,-4,-1,-10,1,8,-2,6,14,4,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,11,0,0,
2275,21/09/2020,0,0,0,0,0,0,2,8,6,7,10,11,12,19,16,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,7,0,0,
2276,22/09/2020,0,0,0,0,0,0,-1,3,5,2,6,8,4,5,11,,Snow,Snow Showers,Sleet,Sleet Showers,Rain,Rain Showers,0,0,2,5,0,0,,12,0,0,
2277,23/09/2020,11,6,3,11,6,3,-6,1,-10,-1,2,-3,4,9,4,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,5,0,0,
2278,24/09/2020,0,0,0,0,0,0,-7,-3,1,-9,-6,0,-12,-3,-1,Yes,Sunny,,Sunny,,Fog,,0,0,0,0,0,0,,3,0,0,
2279,25/09/2020,1,1,0,1,1,0,-8,-1,-6,-3,-1,0,2,5,6,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,0,0,0,
2280,26/09/2020,1,1,1,1,1,1,-7,-4,-6,-5,2,-3,-2,0,0,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,4,3,2,,4,3,2,
2281,27/09/2020,89,54,31,36,23,14,-3,1,-15,-1,9,-9,7,11,2,,Snow,Snow Showers,Sunny,,Sunny,,0,0,0,5,0,0,,2,4,0,
2282,28/09/2020,77,49,31,24,15,10,-1,3,-12,1,10,-7,9,9,5,,Snow,Snow Showers,Sunny,,Sunny,,0,0,0,5,0,0,,1,0,0,
2283,29/09/2020,25,17,12,21,14,9,-7,-7,-14,-4,2,-10,-2,-2,-6,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,4,3,2,,3,2,2,
2284,30/09/2020,0,0,0,0,0,0,-6,-2,-2,-3,5,1,4,5,9,,Snow,Snow Showers,Sunny,,Sunny,,0,0,0,4,0,0,,7,2,0,
2285,01/10/2020,17,9,4,17,9,4,-10,-9,-17,-7,-3,-12,-5,-4,-7,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,5,4,2,,10,5,2,
2286,02/10/2020,28,18,12,28,18,12,-9,-5,-18,-6,0,-13,-4,-3,-9,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,5,4,3,,13,8,5,
2287,03/10/2020,16,11,7,16,11,7,-10,-8,-17,-5,-2,-10,0,6,-3,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,7,2,0,
2288,04/10/2020,2,1,1,2,1,1,-3,-1,-3,-1,6,1,2,5,4,,Snow,Snow Showers,Snow,Snow Showers,Sleet,Sleet Showers,0,0,0,1,1,0,,8,3,0,
2289,05/10/2020,57,39,27,42,26,15,-6,-3,-18,-4,4,-13,4,6,-1,,Snow,Snow Showers,Sunny,,Sunny,,0,0,0,2,0,0,,5,1,0,
2290,06/10/2020,87,53,30,34,21,12,-8,-6,-21,-2,0,-12,2,10,-3,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,0,0,0,
2291,07/10/2020,25,17,11,25,15,9,-3,-1,-9,0,5,-5,2,2,-1,,Snow,Snow Showers,Snow,Snow Showers,Sleet,Sleet Showers,0,0,0,2,2,0,,0,1,0,
2292,08/10/2020,32,20,12,27,16,8,-10,-6,-20,-7,-5,-14,-5,-4,-10,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,5,4,3,,2,4,3,
2293,09/10/2020,34,20,11,28,16,8,-9,-7,-19,-6,1,-13,1,2,-2,,Snow,Snow Showers,Partly Cloudy,,Partly Cloudy,,0,0,0,5,0,0,,5,2,0,
2294,10/10/2020,52,30,15,23,13,7,-7,-7,-18,-5,7,-12,3,3,-1,,Snow,Snow Showers,Sunny,,Sunny,,0,0,0,1,0,0,,2,1,0,
2295,11/10/2020,8,4,2,8,4,2,-10,-6,-15,-5,0,-7,0,3,0,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,1,1,0,
2296,12/10/2020,0,0,0,0,0,0,-11,-8,-8,-9,-4,-5,-6,-6,-1,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,2,2,1,,3,2,1,
2297,13/10/2020,25,16,9,25,16,9,-14,-13,-23,-11,-5,-18,-9,-7,-13,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,2,1,1,,3,3,2,
2298,14/10/2020,40,22,10,40,22,10,-8,-4,-18,-5,4,-12,2,4,-1,,Snow,Snow Showers,Sunny,,Sunny,,0,0,0,5,0,0,,5,1,0,
2299,15/10/2020,36,22,12,36,22,12,-8,-4,-18,-5,3,-12,2,5,-1,,Snow,Snow Showers,Sunny,,Sunny,,0,0,0,4,0,0,,6,0,0,
2300,16/10/2020,0,0,0,0,0,0,-11,-7,-5,-9,-6,-2,-6,-3,1,,Snow,Mod Snow,Snow,Mod Snow,Snow,Mod Snow,0,0,0,17,12,11,,23,12,11,
2301,17/10/2020,10,6,4,10,6,4,-10,-6,-15,-8,4,-11,0,4,-1,,Snow,Mod Snow,Partly Cloudy,,Partly Cloudy,,0,0,0,12,0,0,,34,12,11,
2302,18/10/2020,53,30,14,42,25,14,-11,-11,-24,-6,3,-15,-1,2,-6,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,30,10,5,
2303,19/10/2020,80,50,30,35,21,12,-8,-7,-21,-5,-1,-15,-3,1,-10,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,5,4,3,,28,12,8,
2304,20/10/2020,82,47,23,26,16,9,-13,-11,-28,-10,-2,-22,-3,-3,-9,,Snow,Light Snow,Partly Cloudy,,Partly Cloudy,,0,0,0,7,0,0,,29,10,8,
2305,21/10/2020,14,9,6,14,9,5,-11,-4,-18,-6,-3,-10,-1,4,-3,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,18,9,0,
2306,22/10/2020,19,11,6,12,8,5,-8,-8,-15,-5,-2,-10,-3,-1,-5,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,1,1,0,,17,9,0,
2307,23/10/2020,43,28,17,20,13,8,-10,-10,-21,-5,1,-13,0,2,-5,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,14,8,0,
2308,24/10/2020,1,0,0,1,0,0,-12,-12,-10,-10,-2,-6,-2,0,2,,Snow,Snow Showers,Sunny,,Sunny,,0,0,0,3,0,0,,17,8,0,
2309,25/10/2020,8,5,3,8,5,3,-10,-9,-15,-8,4,-10,0,4,-1,,Snow,Snow Showers,Sunny,,Sunny,,0,0,0,4,0,0,,20,7,0,
2310,26/10/2020,14,9,6,13,8,5,-13,-12,-20,-10,-2,-15,-3,0,-5,,Snow,Snow Showers,Sunny,,Sunny,,0,0,0,3,0,0,,22,7,0,
2311,27/10/2020,0,0,0,0,0,0,-12,-8,-4,-7,1,1,-2,1,6,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,22,7,0,
2312,28/10/2020,0,0,0,0,0,0,-14,-10,-8,-11,-7,-5,-9,-7,-2,,Snow,Light Snow,Snow,Light Snow,Snow,Light Snow,0,0,0,10,9,6,,32,16,6,
2313,29/10/2020,72,47,30,40,25,15,-14,-14,-29,-9,-3,-20,-4,-3,-12,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,26,14,6,
2314,30/10/2020,0,0,0,0,0,0,-15,-15,-11,-13,-8,-8,-10,-6,-5,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,4,4,2,,30,18,8,
2315,31/10/2020,1,1,1,1,1,1,-15,-9,-15,-10,-3,-8,-5,-1,-3,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,25,12,8,
2316,01/11/2020,1,0,0,1,0,0,-10,-7,-8,-8,1,-4,0,2,4,,Snow,Snow Showers,Sunny,,Sunny,,0,0,0,2,0,0,,27,12,8,
2317,02/11/2020,59,35,19,30,18,10,-13,-10,-26,-10,-6,-20,-8,-6,-15,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,1,1,0,,23,11,9,
2318,03/11/2020,137,84,49,30,18,10,-15,-14,-34,-12,-4,-27,-5,-5,-14,,Snow,Snow Showers,Sunny,,Sunny,,0,0,0,2,0,0,,14,9,9,
2319,04/11/2020,7,5,3,7,5,3,-17,-15,-22,-14,-4,-18,-7,-6,-8,,Snow,Snow Showers,Partly Cloudy,,Partly Cloudy,,0,0,0,3,0,0,,17,9,9,
2320,05/11/2020,0,0,0,0,0,0,-13,-9,-10,-10,-3,-6,-3,-3,2,,Snow,Snow Showers,Sunny,,Sunny,,0,0,0,1,0,0,,18,9,9,
2321,06/11/2020,2,1,1,2,1,1,-15,-15,-16,-13,-3,-12,-5,-5,-3,,Snow,Snow Showers,Sunny,,Sunny,,0,0,0,2,0,0,,19,9,9,
2322,07/11/2020,2,1,1,2,1,1,-19,-15,-20,-17,-11,-15,-14,-11,-11,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,3,2,1,,22,11,10,
2323,08/11/2020,2,1,1,2,1,1,-18,-17,-19,-16,-12,-15,-13,-12,-10,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,4,4,2,,26,15,11,
2324,09/11/2020,61,34,16,61,34,16,-17,-13,-32,-14,-9,-25,-12,-12,-19,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,2,2,1,,23,14,13,
2325,10/11/2020,1,1,1,1,1,1,-18,-18,-17,-15,-10,-13,-13,-13,-10,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,5,4,3,,28,18,15,
2326,11/11/2020,106,62,32,59,36,20,-20,-18,-40,-17,-15,-33,-15,-15,-26,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,3,2,2,,23,17,17,
2327,12/11/2020,79,48,26,63,37,21,-15,-12,-31,-12,-7,-25,-10,-8,-19,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,2,2,1,,18,16,18,
2328,13/11/2020,122,81,53,61,36,20,-14,-11,-32,-9,-5,-23,-4,0,-14,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,0,11,18,
2329,14/11/2020,43,25,13,43,25,13,-19,-18,-34,-17,-13,-27,-14,-13,-22,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,1,1,0,,0,10,19,
2330,15/11/2020,51,28,14,51,28,14,-15,-15,-29,-13,-10,-23,-10,-10,-17,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,5,5,3,,1,13,22,
2331,16/11/2020,12,7,4,12,7,4,-19,-16,-26,-16,-12,-21,-14,-14,-16,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,4,3,2,,4,15,23,
2332,17/11/2020,0,0,0,0,0,0,-23,-19,-16,-18,-16,-10,-13,-8,-5,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,3,13,23,
2333,18/11/2020,131,73,34,70,41,22,-16,-12,-35,-11,-8,-25,-6,-1,-14,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,0,4,23,
2334,19/11/2020,66,37,19,51,31,18,-18,-18,-34,-13,-5,-24,-8,-4,-15,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,0,1,23,
2335,20/11/2020,55,37,25,43,26,15,-20,-16,-36,-15,-10,-27,-10,-8,-19,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,0,0,23,
2336,21/11/2020,51,30,15,40,24,14,-19,-17,-34,-17,-9,-28,-9,-5,-16,,Snow,Heavy Snow,Partly Cloudy,,Partly Cloudy,,0,0,0,23,0,0,,19,0,23,
2337,22/11/2020,49,29,16,39,24,14,-20,-20,-36,-18,-13,-30,-15,-14,-24,,Snow,Light Snow,Snow,Light Snow,Snow,Light Snow,0,0,0,10,7,7,,25,5,30,
2338,23/11/2020,86,53,31,37,23,14,-18,-14,-36,-16,-12,-30,-13,-9,-24,,Snow,Mod Snow,Snow,Mod Snow,Snow,Light Snow,0,0,0,12,11,5,,30,14,35,
2339,24/11/2020,52,31,17,26,16,9,-18,-15,-32,-12,-6,-23,-7,2,-14,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,23,3,18,
2340,25/11/2020,1,1,0,1,1,0,-19,-18,-17,-16,-14,-13,-14,-13,-9,,Snow,Light Snow,Snow,Light Snow,Snow,Snow Showers,0,0,0,8,8,3,,31,11,22,
2341,26/11/2020,7,4,2,7,4,2,-20,-16,-25,-15,-7,-18,-10,-7,-10,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,30,11,22,
2342,27/11/2020,35,23,15,31,19,10,-20,-17,-33,-17,-14,-28,-15,-12,-23,,Snow,Mod Snow,Snow,Light Snow,Snow,Light Snow,0,0,0,12,10,8,,39,19,29,
2343,28/11/2020,39,26,18,30,18,10,-21,-18,-35,-18,-7,-30,-11,-7,-19,,Snow,Mod Snow,Partly Cloudy,,Partly Cloudy,,0,0,0,12,0,0,,48,18,29,
2344,29/11/2020,42,24,12,25,14,7,-21,-18,-36,-16,-8,-26,-11,-10,-17,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,45,17,29,
2345,30/11/2020,7,4,2,7,4,2,-23,-20,-29,-18,-11,-21,-13,-10,-14,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,44,16,29,
2346,01/12/2020,27,17,9,22,13,7,-21,-20,-34,-19,-13,-28,-16,-12,-23,,Snow,Mod Snow,Snow,Light Snow,Snow,Light Snow,0,0,0,14,10,6,,56,25,36,
2347,02/12/2020,66,37,17,34,20,10,-22,-20,-40,-20,-17,-34,-17,-16,-27,,Snow,Light Snow,Snow,Light Snow,Snow,Light Snow,0,0,0,10,7,6,,61,31,41,
2348,03/12/2020,0,0,0,0,0,0,-22,-19,-15,-19,-17,-12,-17,-13,-8,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,2,2,1,,63,33,42,
2349,04/12/2020,28,16,8,25,15,8,-21,-18,-33,-18,-10,-27,-11,-11,-15,,Snow,Light Snow,Partly Cloudy,,Partly Cloudy,,0,0,0,8,0,0,,69,32,42,
2350,05/12/2020,5,3,1,5,3,1,-21,-18,-25,-16,-7,-17,-11,-11,-10,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,68,31,42,
2351,06/12/2020,23,15,9,23,15,9,-22,-22,-34,-19,-15,-28,-17,-13,-23,,Snow,Mod Snow,Snow,Light Snow,Snow,Light Snow,0,0,0,12,9,7,,78,39,50,
2352,07/12/2020,3,2,1,3,2,1,-24,-24,-26,-21,-12,-21,-14,-10,-11,,Snow,Mod Snow,Partly Cloudy,,Partly Cloudy,,0,0,0,16,0,0,,94,39,50,
2353,08/12/2020,111,67,37,38,23,12,-23,-19,-45,-21,-15,-38,-18,-16,-31,,Snow,Mod Snow,Snow,Mod Snow,Snow,Light Snow,0,0,0,20,17,9,,105,54,58,
2354,09/12/2020,2,1,1,2,1,1,-23,-21,-24,-21,-14,-19,-18,-17,-15,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,4,3,2,,109,57,60,
2355,10/12/2020,0,0,0,0,0,0,-25,-21,-21,-23,-17,-17,-20,-17,-13,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,1,1,1,,110,58,61,
2356,11/12/2020,24,14,7,24,14,7,-24,-19,-37,-19,-12,-28,-14,-7,-19,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,107,50,61,
2357,12/12/2020,21,12,6,21,12,6,-24,-22,-37,-19,-13,-27,-14,-10,-19,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,102,40,61,
2358,13/12/2020,27,17,11,27,17,11,-26,-23,-39,-23,-19,-34,-21,-18,-28,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,1,1,1,,100,39,61,
2359,14/12/2020,82,47,23,62,36,19,-25,-25,-45,-22,-11,-38,-15,-15,-24,,Snow,Snow Showers,Sunny,,Sunny,,0,0,0,1,0,0,,95,36,61,
2360,15/12/2020,134,76,37,55,33,18,-26,-26,-50,-23,-14,-42,-16,-14,-28,,Snow,Mod Snow,Partly Cloudy,,Partly Cloudy,,0,0,0,14,0,0,,98,34,61,
2361,16/12/2020,25,15,9,25,15,9,-25,-23,-38,-22,-17,-32,-20,-19,-26,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,2,2,1,,98,34,62,
2362,17/12/2020,1,0,0,1,0,0,-27,-27,-24,-24,-13,-20,-17,-17,-12,,Snow,Snow Showers,Sunny,,Sunny,,0,0,0,1,0,0,,99,34,62,
2363,18/12/2020,0,0,0,0,0,0,-21,-21,-17,-18,-13,-13,-16,-13,-9,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,4,4,2,,103,38,64,
2364,19/12/2020,150,91,52,69,40,21,-26,-22,-52,-21,-17,-40,-16,-12,-30,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,83,25,64,
2365,20/12/2020,42,25,14,42,25,14,-25,-21,-41,-20,-14,-32,-15,-15,-23,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,80,23,64,
2366,21/12/2020,33,19,11,33,19,11,-23,-23,-37,-18,-11,-28,-13,-9,-19,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,77,21,64,
2367,22/12/2020,150,83,38,45,26,13,-23,-18,-47,-18,-12,-36,-13,-10,-25,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,62,11,64,
2368,23/12/2020,4,2,1,4,2,1,-24,-24,-28,-22,-18,-23,-19,-18,-18,,Snow,Light Snow,Snow,Light Snow,Snow,Snow Showers,0,0,0,8,6,4,,70,17,68,
2369,24/12/2020,70,40,20,31,19,11,-25,-23,-45,-20,-12,-35,-15,-12,-25,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,64,15,68,
2370,25/12/2020,31,20,12,21,13,8,-30,-28,-45,-24,-18,-36,-19,-12,-27,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,59,12,68,
2371,26/12/2020,57,35,21,22,13,8,-25,-24,-42,-19,-11,-33,-15,-14,-24,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,54,11,68,
2372,27/12/2020,1,0,0,1,0,0,-25,-24,-22,-20,-15,-16,-15,-12,-10,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,54,11,68,
2373,28/12/2020,3,1,1,3,1,1,-28,-27,-30,-23,-16,-23,-18,-14,-15,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,54,11,68,
2374,29/12/2020,2,1,1,2,1,1,-25,-21,-26,-20,-14,-19,-15,-12,-12,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,54,11,68,
2375,30/12/2020,55,34,20,22,13,7,-25,-23,-43,-20,-13,-33,-15,-12,-24,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,49,10,68,
2376,31/12/2020,0,0,0,0,0,0,-25,-25,-20,-22,-11,-17,-15,-13,-9,,Snow,Light Snow,Partly Cloudy,,Partly Cloudy,,0,0,0,7,0,0,,56,10,68,
2377,01/01/2021,39,22,11,14,8,4,-23,-23,-38,-20,-13,-31,-13,-11,-19,,Snow,Snow Showers,Sunny,,Sunny,,0,0,0,2,0,0,,55,9,68,
2378,02/01/2021,32,18,8,11,6,3,-25,-24,-39,-22,-15,-33,-15,-13,-20,,Snow,Mod Snow,Partly Cloudy,,Partly Cloudy,,0,0,0,19,0,0,,72,9,68,
2379,03/01/2021,22,13,7,8,5,3,-26,-24,-39,-23,-13,-33,-16,-14,-21,,Snow,Mod Snow,Partly Cloudy,,Partly Cloudy,,0,0,0,15,0,0,,85,8,68,
2380,04/01/2021,4,3,2,4,3,2,-27,-27,-31,-24,-22,-27,-22,-21,-23,,Snow,Heavy Snow,Snow,Mod Snow,Snow,Mod Snow,0,0,0,24,17,10,,108,25,78,
2381,05/01/2021,0,0,0,0,0,0,-27,-26,-11,-22,-16,-7,-17,-15,-3,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,108,25,78,
2382,06/01/2021,0,0,0,0,0,0,-25,-22,-20,-23,-17,-16,-20,-17,-13,,Snow,Heavy Snow,Snow,Heavy Snow,Snow,Mod Snow,0,0,0,25,23,17,,133,48,95,
2383,07/01/2021,3,2,1,3,2,1,-26,-23,-29,-24,-21,-25,-21,-20,-21,,Snow,Heavy Snow,Snow,Mod Snow,Snow,Light Snow,0,0,0,21,15,9,,154,63,104,
2384,08/01/2021,14,8,4,14,8,4,-26,-22,-36,-24,-18,-31,-21,-18,-25,,Snow,Mod Snow,Snow,Mod Snow,Snow,Light Snow,0,0,0,19,17,9,,172,80,113,
2385,09/01/2021,12,8,4,12,8,4,-26,-26,-36,-21,-12,-27,-16,-16,-19,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,171,79,113,
2386,10/01/2021,8,5,2,8,5,2,-27,-23,-35,-25,-14,-29,-17,-15,-18,,Snow,Mod Snow,Partly Cloudy,,Partly Cloudy,,0,0,0,14,0,0,,184,79,113,
2387,11/01/2021,4,3,2,4,3,2,-27,-27,-31,-25,-21,-27,-22,-18,-23,,Snow,Heavy Snow,Snow,Mod Snow,Snow,Light Snow,0,0,0,22,18,10,,206,97,123,
2388,12/01/2021,60,40,27,20,13,8,-26,-23,-45,-24,-19,-39,-21,-21,-34,,Snow,Light Snow,Snow,Light Snow,Snow,Snow Showers,0,0,0,7,5,5,,208,101,127,
2389,13/01/2021,2,1,1,2,1,1,-31,-29,-33,-26,-23,-26,-21,-16,-20,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,200,100,127,
2390,14/01/2021,0,0,0,0,0,0,-28,-28,-23,-26,-19,-19,-23,-23,-15,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,1,1,1,,201,101,128,
2391,15/01/2021,15,8,4,15,8,4,-29,-27,-41,-27,-18,-34,-19,-17,-23,,Snow,Snow Showers,Sunny,,Sunny,,0,0,0,4,0,0,,204,100,128,
2392,16/01/2021,35,23,16,28,17,10,-30,-28,-47,-28,-23,-41,-25,-23,-36,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,1,1,1,,202,99,129,
2393,17/01/2021,23,14,7,23,14,7,-30,-28,-44,-28,-17,-38,-20,-19,-26,,Snow,Snow Showers,Sunny,,Sunny,,0,0,0,1,0,0,,201,98,129,
2394,18/01/2021,2,1,1,2,1,1,-27,-25,-28,-25,-21,-23,-22,-21,-19,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,5,4,2,,206,102,131,
2395,19/01/2021,56,32,16,30,18,10,-23,-18,-41,-18,-11,-31,-13,-10,-21,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,199,93,131,
2396,20/01/2021,0,0,0,0,0,0,-27,-27,-23,-22,-13,-17,-17,-14,-11,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,199,93,131,
2397,21/01/2021,59,40,27,34,20,11,-28,-28,-48,-26,-16,-42,-18,-17,-30,,Snow,Light Snow,Partly Cloudy,,Partly Cloudy,,0,0,0,6,0,0,,200,92,131,
2398,22/01/2021,20,11,6,20,11,6,-27,-26,-40,-25,-20,-34,-22,-19,-27,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,3,3,2,,201,93,133,
2399,23/01/2021,52,29,14,27,15,8,-28,-25,-47,-23,-18,-37,-18,-12,-27,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,188,84,133,
2400,24/01/2021,11,6,3,11,6,3,-27,-26,-36,-25,-14,-31,-17,-16,-19,,Snow,Snow Showers,Sunny,,Sunny,,0,0,0,4,0,0,,191,84,133,
2401,25/01/2021,13,9,6,13,9,6,-23,-19,-33,-18,-14,-25,-13,-10,-17,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,180,73,133,
2402,26/01/2021,82,45,21,18,10,5,-28,-25,-50,-26,-22,-43,-23,-23,-35,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,3,3,2,,177,75,134,
2403,27/01/2021,3,2,1,3,2,1,-22,-19,-24,-20,-11,-20,-12,-8,-11,,Snow,Snow Showers,Sunny,,Sunny,,0,0,0,1,0,0,,177,75,134,
2404,28/01/2021,19,11,5,6,4,2,-28,-25,-41,-26,-17,-34,-18,-14,-22,,Snow,Snow Showers,Sunny,,Sunny,,0,0,0,2,0,0,,178,75,134,
2405,29/01/2021,6,4,2,6,4,2,-28,-28,-34,-26,-18,-29,-18,-17,-19,,Snow,Snow Showers,Sunny,,Sunny,,0,0,0,1,0,0,,178,74,134,
2406,30/01/2021,3,2,1,3,2,1,-24,-19,-27,-19,-12,-19,-14,-7,-12,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,177,66,134,
2407,31/01/2021,10,7,5,10,7,5,-25,-20,-33,-20,-15,-26,-15,-8,-19,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,169,56,134,
2408,01/02/2021,4,2,1,4,2,1,-24,-21,-28,-22,-13,-23,-14,-14,-13,,Snow,Snow Showers,Sunny,,Sunny,,0,0,0,3,0,0,,172,56,134,
2409,02/02/2021,1,0,0,1,0,0,-24,-23,-21,-22,-10,-18,-14,-12,-9,,Snow,Snow Showers,Sunny,,Sunny,,0,0,0,2,0,0,,174,56,134,
2410,03/02/2021,1,1,1,1,1,1,-27,-26,-27,-25,-20,-23,-22,-21,-19,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,2,2,1,,176,58,135,
2411,04/02/2021,98,66,45,39,24,15,-29,-25,-53,-24,-19,-43,-19,-13,-34,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,166,54,135,
2412,05/02/2021,26,18,12,26,18,11,-28,-28,-42,-26,-18,-37,-18,-17,-26,,Snow,Snow Showers,Sunny,,Sunny,,0,0,0,1,0,0,,165,52,135,
